R_i6-8_ROI,107,122,107,0
R_s6-8_ROI,99,93,83,0
R_43_ROI,160,141,69,0
R_OP4_ROI,119,163,49,0
R_OP1_ROI,94,154,36,0
R_OP2-3_ROI,137,130,53,0
R_52_ROI,198,69,61,0
R_RI_ROI,167,86,44,0
R_PFcm_ROI,181,153,90,0
R_PoI2_ROI,126,126,86,0
R_TA2_ROI,137,43,34,0
R_FOP4_ROI,204,158,148,0
R_MI_ROI,169,130,118,0
R_Pir_ROI,52,65,75,0
R_AVI_ROI,155,81,96,0
R_AAIC_ROI,78,42,53,0
R_FOP1_ROI,161,141,91,0
R_FOP3_ROI,186,146,113,0
R_FOP2_ROI,97,163,54,0
R_PFt_ROI,104,209,117,0
R_AIP_ROI,132,228,172,0
R_EC_ROI,44,51,38,0
R_PreS_ROI,83,62,90,0
R_H_ROI,59,61,44,0
R_ProS_ROI,85,73,178,0
R_PeEc_ROI,52,63,51,0
R_STGa_ROI,51,50,31,0
R_PBelt_ROI,192,29,10,0
R_A5_ROI,110,39,3,0
R_PHA1_ROI,60,62,78,0
R_PHA3_ROI,76,106,114,0
R_STSda_ROI,70,56,40,0
R_STSdp_ROI,93,58,48,0
R_STSvp_ROI,89,49,61,0
R_TGd_ROI,31,38,28,0
R_TE1a_ROI,7,12,0,0
R_TE1p_ROI,105,109,104,0
R_TE2a_ROI,65,63,59,0
R_TF_ROI,59,81,64,0
R_TE2p_ROI,95,134,120,0
R_PHT_ROI,194,250,212,0
R_PH_ROI,70,144,166,0
R_TPOJ1_ROI,126,100,82,0
R_TPOJ2_ROI,138,176,143,0
R_TPOJ3_ROI,97,155,140,0
R_DVT_ROI,125,137,203,0
R_PGp_ROI,144,214,221,0
R_IP2_ROI,185,181,181,0
R_IP1_ROI,124,123,129,0
R_IP0_ROI,107,179,215,0
R_PFop_ROI,170,201,136,0
R_PF_ROI,255,255,221,0
R_PFm_ROI,160,124,134,0
R_PGi_ROI,54,62,49,0
R_PGs_ROI,89,79,76,0
R_V6A_ROI,50,100,170,0
R_VMV1_ROI,51,76,166,0
R_VMV3_ROI,42,69,171,0
R_PHA2_ROI,74,102,97,0
R_V4t_ROI,13,105,128,0
R_FST_ROI,73,164,149,0
R_V3CD_ROI,22,73,204,0
R_LO3_ROI,56,109,170,0
R_VMV2_ROI,59,76,173,0
R_31pd_ROI,78,27,60,0
R_31a_ROI,141,107,134,0
R_VVC_ROI,53,80,135,0
R_25_ROI,26,19,12,0
R_s32_ROI,27,19,9,0
R_pOFC_ROI,77,53,61,0
R_PoI1_ROI,166,107,103,0
R_Ig_ROI,108,130,41,0
R_FOP5_ROI,184,106,119,0
R_p10p_ROI,92,70,83,0
R_p47r_ROI,149,122,122,0
R_TGv_ROI,56,65,54,0
R_MBelt_ROI,188,17,26,0
R_LBelt_ROI,216,24,28,0
R_A4_ROI,150,40,8,0
R_STSva_ROI,49,40,35,0
R_TE1m_ROI,82,54,59,0
R_PI_ROI,129,59,62,0
R_a32pr_ROI,152,81,109,0
R_p24_ROI,122,44,81,0
